tag,tick,side,threat_m,threat_c,own_side_threat,threat_tx,threat_ty,modal_p1_pull_band,corner_p1_pull_band,modal_p1_close_penalty,corner_p1_close_penalty,modal_p2_cover,corner_p2_cover,modal_p3_intercept,corner_p3_intercept,modal_p4_spell_frac,corner_p4_spell_frac,modal_p4_nado,corner_p4_nado,modal_p4_king_activation,corner_p4_king_activation,modal_p5_timing,corner_p5_timing,modal_p6_siege,corner_p6_siege,modal_p7_fragility,corner_p7_fragility,modal_sum,corner_sum
08PY88PRLJCQ,3331,1,hog_rider,hog_rider,1,14.8,23.4,0.0,0.0,-0.0,-0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.5,1.0
08PY88PUY9YP,258,1,giant,giant,0,11.6,2.1,0.0,0.0,-0.0,-0.0,1.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.5
08PY88PUY9YP,572,1,giant,giant,0,13.5,13.6,0.0023,0.0,-0.0,-0.0,1.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0023,0.5
08PY88PUY9YP,601,1,giant,giant,0,13.7,14.7,0.541,0.0,-0.0,-0.0,1.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0133,0.0133,0.0,0.0,0.0,0.0,1.5543,0.5133
08PY88PUY9YP,631,1,giant,giant,0,13.8,15.8,0.8984,0.0,-0.0,-0.0,1.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6488,0.6488,0.0,0.0,0.0,0.0,2.5472,1.1488
08PY88PUY9YP,784,1,giant,giant,1,14.0,21.5,0.0,0.0,-0.0,-0.0,1.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,2.0,1.5
08PY88PUY9YP,1613,1,giant,giant,1,4.2,16.2,1.0,0.75,-0.0,-0.0,1.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,3.0,2.25
08PY88PUY9YP,1683,1,giant,giant,1,7.1,19.7,0.805,0.75,-0.1772,-0.0,1.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,2.6278,2.25
08PY88PUY9YP,2843,1,giant,giant,1,4.7,21.1,0.0,0.0,-0.0,-0.0,1.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,2.0,1.5
08PY88PUY9YP,2872,1,giant,giant,1,4.6,22.4,0.0,0.0,-0.0,-0.0,1.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,2.0,1.5
08QPVCPCG8L9,1685,1,pekka,pekka,0,5.2,10.6,0.0,0.0,-0.0,-0.0,1.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,2.0,1.5
08QPVCPCG8L9,1751,1,pekka,pekka,0,5.0,11.9,0.0,0.0,-0.0,-0.0,1.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,2.0,1.5
08QPVCPCG8L9,1941,1,pekka,pekka,1,4.2,16.1,0.3446,0.75,-0.0,-0.0,1.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,2.3446,2.25
08QPVCPCG8L9,2291,1,pekka,pekka,1,6.4,26.1,0.0,0.0,-0.0,-0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.5,1.0
08QPVCPCG8L9,2375,1,pekka,pekka,1,6.8,26.9,0.0,0.0,-0.0,-0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.5,1.0
08YY8988C0QC,1209,1,pekka,pekka,0,4.9,11.5,0.0,0.0,-0.0,-0.0,1.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.5
08YY8988C0QC,1373,1,pekka,pekka,1,4.4,16.8,0.6382,0.75,-0.0,-0.0,1.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,2.6382,2.25
08YY8988C0QC,1422,1,pekka,pekka,1,4.4,16.8,0.6382,0.75,-0.0,-0.0,1.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,2.6382,2.25
08YY8988C0QC,1496,1,pekka,pekka,1,4.0,17.1,0.5783,0.75,-0.0,-0.0,1.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,2.5783,2.25
08YY8988C0QC,2444,1,pekka,pekka,0,1.2,11.5,0.0,0.0,-0.0,-0.0,0.5,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.5
08YY898LU88C,202,1,hog_rider,hog_rider,1,15.4,20.6,0.0,0.0,-0.0,-0.0,1.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,2.0,1.5
08YY898LU88C,414,1,hog_rider,hog_rider,1,14.9,23.4,0.0,0.0,-0.0,-0.0,1.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,2.0,1.5
08YY898LU88C,1043,1,hog_rider,hog_rider,1,15.1,22.2,0.0,0.0,-0.0,-0.0,1.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,2.0,1.5
08YY898LU88C,1054,1,hog_rider,hog_rider,1,14.9,23.2,0.0,0.0,-0.0,-0.0,1.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,2.0,1.5
08YY898LU88C,1617,1,hog_rider,hog_rider,1,15.7,17.2,0.75,0.0,-0.0,-0.0,0.5,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,2.25,1.5
08YY898LU88C,1694,1,hog_rider,hog_rider,1,10.4,18.7,0.75,0.0,-0.0,-0.0,0.5,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,2.25,1.5
08YY898LU88C,2395,1,hog_rider,hog_rider,0,2.5,14.5,0.75,0.75,-0.0,-0.0,0.5,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7324,0.7324,0.0,0.0,0.0,0.0,1.9824,1.9824
08YY898LU88C,2451,1,hog_rider,hog_rider,0,3.5,16.0,0.75,0.75,-0.0,-0.0,0.5,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,2.25,2.25
08YY898LU88C,2605,1,hog_rider,hog_rider,1,3.5,23.4,0.0,0.0,-0.0,-0.0,0.5,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.5,1.5
08YY898LU88C,3102,1,hog_rider,hog_rider,1,4.2,18.3,0.5,0.5,-0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.5,1.5
08YY898LU88C,3262,1,hog_rider,hog_rider,1,4.1,16.8,0.5,0.5,-0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.5,1.5
08YY898LU88C,3274,1,hog_rider,hog_rider,1,5.0,17.5,0.5,0.5,-0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.5,1.5
08YY898PPLJ9,1001,1,hog_rider,hog_rider,1,2.1,23.7,0.0,0.0,-0.0,-0.0,1.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,2.0,1.5
08YY898PPLJ9,1936,1,hog_rider,hog_rider,1,7.6,19.0,1.0,0.75,-0.0,-0.0,1.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,3.0,2.25
08YY898PPLJ9,2597,1,hog_rider,hog_rider,1,6.7,21.5,0.75,0.5,-0.0,-0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,2.25,1.5
08YY898PPLJ9,2698,1,hog_rider,hog_rider,1,8.2,26.5,0.0,0.0,-0.0,-0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.5,1.0
08YY898PPLJ9,2735,1,hog_rider,hog_rider,1,8.2,26.5,0.0,0.0,-0.0,-0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.5,1.0
08YY898PPLJ9,2906,1,hog_rider,hog_rider,1,13.3,20.5,0.0,0.0,-0.0,-0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.5,1.0
08YY898PPLJ9,3066,1,hog_rider,hog_rider,1,2.1,17.7,0.75,0.1716,-0.0,-0.7298,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,2.25,0.4418
08YY898PPLJ9,3192,1,hog_rider,hog_rider,1,4.7,21.9,0.75,0.5,-0.0,-0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,2.25,1.5
08YY898PPLJ9,3233,1,hog_rider,hog_rider,1,6.2,24.4,0.0,0.0,-0.0,-0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.5,1.0
092PPVPV8PRJ,594,1,hog_rider,hog_rider,1,15.6,19.4,0.0,0.0,-0.0,-0.0,1.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,2.0,1.5
092PPVPV8PRJ,787,1,hog_rider,hog_rider,1,14.9,23.4,0.0,0.0,-0.0,-0.0,1.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,2.0,1.5
092PPVPV8PRJ,1026,1,hog_rider,hog_rider,1,10.4,16.5,1.0,0.0,-0.0,-0.0,1.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,3.0,1.5
092PPVPV8PRJ,1811,1,hog_rider,hog_rider,1,2.7,18.3,0.0,0.3614,-0.0,-0.5757,0.5,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.5,1.2857
092PPVPVRCYP,212,1,hog_rider,hog_rider,0,16.5,14.5,1.0,0.0,-0.0,-0.0,1.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.5,0.0,0.0,0.0,0.0,2.5,1.0
092PPVPVRCYP,257,1,hog_rider,hog_rider,1,15.9,17.6,0.0,0.0,-0.0,-0.0,1.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,2.0,1.5
092PPVPVRCYP,291,1,hog_rider,hog_rider,1,15.3,21.0,0.0,0.0,-0.0,-0.0,1.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,2.0,1.5
092PPVPVRCYP,1973,1,hog_rider,hog_rider,1,15.5,16.5,0.75,0.0,-0.0,-0.0,0.5,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,2.25,1.5
092PPVPVRCYP,2012,1,hog_rider,hog_rider,1,13.3,18.7,0.75,0.0,-0.0,-0.0,0.5,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,2.25,1.5
092PPVPVRCYP,2052,1,hog_rider,hog_rider,1,13.6,18.2,0.75,0.0,-0.0,-0.0,0.5,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,2.25,1.5
092PPVPVRCYP,2866,1,hog_rider,hog_rider,1,9.7,23.5,0.75,0.0,-0.0,-0.0,0.5,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,2.25,1.5
092PPVPVULCU,301,1,hog_rider,hog_rider,1,2.7,20.9,0.0,0.75,-0.0,-0.0,1.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,2.0,2.25
092PPVPVULCU,472,1,hog_rider,hog_rider,1,3.1,23.3,0.0,0.0,-0.0,-0.0,1.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,2.0,1.5
092PPVPVULCU,1216,1,hog_rider,hog_rider,1,1.9,16.7,0.0,0.5915,-0.0,-0.2349,1.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,2.0,1.8566
092PPVPVULCU,1254,1,hog_rider,hog_rider,1,2.6,20.4,0.0,0.7069,-0.0,-0.0639,1.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,2.0,2.143
092PPVPVULCU,1291,1,hog_rider,hog_rider,1,3.1,23.4,0.0,0.0,-0.0,-0.0,1.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,2.0,1.5
092PPVPVULCU,2085,1,hog_rider,hog_rider,1,3.7,17.2,1.0,0.75,-0.0,-0.0,1.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,3.0,2.25
092PPVPVULCU,2741,1,hog_rider,hog_rider,0,16.4,15.6,0.75,0.0,-0.0,-0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6926,0.6926,0.0,0.0,0.0,0.0,1.9426,0.6926
092PPVPVULCU,2768,1,hog_rider,hog_rider,1,16.3,17.9,0.0,0.0,-0.0,-0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.5,1.0
092PPVPVULCU,3353,1,hog_rider,hog_rider,1,11.5,27.0,0.0,0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0
