tag,tick,side,threat_m,threat_c,own_side_threat,threat_tx,threat_ty,modal_p1_pull_band,corner_p1_pull_band,modal_p1_close_penalty,corner_p1_close_penalty,modal_p2_cover,corner_p2_cover,modal_p3_intercept,corner_p3_intercept,modal_p4_spell_frac,corner_p4_spell_frac,modal_p4_nado,corner_p4_nado,modal_p4_king_activation,corner_p4_king_activation,modal_p5_timing,corner_p5_timing,modal_p6_siege,corner_p6_siege,modal_p7_fragility,corner_p7_fragility,modal_sum,corner_sum
02JY9G08C0JV,2708,1,hog_rider,hog_rider,1,13.9,18.7,1.0,0.0,-0.0,-0.0,1.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,3.0,1.5
02JY9G08C0JV,2735,1,hog_rider,hog_rider,1,14.1,21.1,0.0,0.0,-0.0,-0.0,1.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,2.0,1.5
02JY9G08C0JV,3218,1,pekka,pekka,0,12.8,9.5,0.0,0.0,-0.0,-0.0,0.5,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.5
02JY9G08C0JV,3306,1,pekka,pekka,0,13.3,12.8,0.0,0.0,-0.0,-0.0,0.5,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.5
02JY9G08C0JV,3338,1,pekka,pekka,0,13.5,13.7,0.0,0.0,-0.0,-0.0,0.5,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.5
02JY9G08C0JV,3464,1,hog_rider,hog_rider,1,7.8,19.0,0.75,0.75,-0.0,-0.0,0.5,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,2.25,2.25
02JY9G08C0JV,3489,1,hog_rider,hog_rider,1,6.8,20.5,0.7473,0.0,-0.0039,-0.0,0.5,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,2.2434,1.5
02JY9G08C0JV,3516,1,hog_rider,hog_rider,1,5.7,22.2,0.0,0.0,-0.0,-0.0,0.5,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.5,1.5
02JY9G8LJPJV,2308,1,pekka,pekka,0,15.1,2.9,0.0,0.0,-0.0,-0.0,1.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.5
02JY9G8LJPJV,2731,1,pekka,pekka,1,15.2,16.7,0.0,0.0,-0.0,-0.0,1.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,2.0,1.5
02JY9G8LJPJV,2817,1,pekka,pekka,1,14.9,20.1,0.0,0.0,-0.0,-0.0,1.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,2.0,1.5
02JY9G8LJPJV,2888,1,pekka,pekka,1,13.9,19.4,0.0,0.0,-0.0,-0.0,1.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,2.0,1.5
02JY9G8LJPJV,2953,1,pekka,pekka,1,13.4,21.1,0.0,0.0,-0.0,-0.0,1.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,2.0,1.5
02JY9G99LY0L,2752,1,pekka,pekka,0,14.5,13.3,0.0,0.0,-0.0,-0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0
02JY9G99LY0L,2817,1,pekka,pekka,0,14.5,15.8,0.0,0.0,-0.0,-0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.5,1.0
02JY9G99LY0L,2841,1,pekka,pekka,0,14.5,15.8,0.0,0.0,-0.0,-0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.5,1.0
02JY9G99LY0L,2857,1,pekka,pekka,0,14.5,15.8,0.0,0.0,-0.0,-0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.5,1.0
02JY9G99LY0L,3226,1,pekka,pekka,0,14.5,11.1,0.0,0.0,-0.0,-0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0
02JY9GL00Q0C,811,1,hog_rider,hog_rider,1,10.9,16.9,1.0,0.0,-0.0,-0.0,1.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,3.0,1.5
02JY9GL00Q0C,841,1,hog_rider,hog_rider,1,10.9,19.0,1.0,0.0,-0.0,-0.0,1.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,3.0,1.5
02JY9GL00Q0C,893,1,hog_rider,hog_rider,1,9.3,26.2,0.0,0.0,-0.0,-0.0,1.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,2.0,1.5
02JY9GL00Q0C,2001,1,hog_rider,hog_rider,1,3.6,23.2,0.0,0.0,-0.0,-0.0,1.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,2.0,1.5
02JY9GL00Q0C,4077,1,hog_rider,hog_rider,1,4.7,23.1,0.0,0.0,-0.0,-0.0,1.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,2.0,1.5
02JY9GL09YJJ,2712,1,pekka,pekka,0,4.2,15.6,0.0,0.75,-0.0,-0.0,1.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6175,0.6175,0.0,0.0,0.0,0.0,1.6175,1.8675
02JY9GL09YJJ,2778,1,pekka,pekka,1,6.5,17.9,1.0,0.75,-0.0,-0.0,1.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,3.0,2.25
02JY9GL09YJJ,3916,1,pekka,pekka,0,4.2,15.1,0.0,0.75,-0.0,-0.0,1.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3257,0.3257,0.0,0.0,0.0,0.0,1.3257,1.5757
02JY9GL09YJJ,3986,1,pekka,pekka,1,4.1,17.6,0.7765,0.75,-0.0,-0.0,1.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,2.7765,2.25
02JY9GL09YJJ,4026,1,pekka,pekka,1,4.8,17.7,1.0,0.75,-0.0,-0.0,1.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,3.0,2.25
02JY9GL09YJJ,4097,1,pekka,pekka,1,5.3,18.0,1.0,0.75,-0.0,-0.0,1.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,3.0,2.25
02JY9GL09YJJ,4144,1,pekka,pekka,1,5.3,19.6,1.0,0.75,-0.0,-0.0,1.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,3.0,2.25
02JY9GL22CYR,256,1,hog_rider,hog_rider,1,16.1,16.7,0.0,0.0,-0.0,-0.0,1.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,2.0,1.5
02JY9GL22CYR,1458,1,hog_rider,hog_rider,1,14.9,23.4,0.0,0.0,-0.0,-0.0,1.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,2.0,1.5
02JY9GL22CYR,1524,1,hog_rider,hog_rider,1,14.9,23.4,0.0,0.0,-0.0,-0.0,1.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,2.0,1.5
02JY9GL22CYR,2409,1,hog_rider,hog_rider,1,2.6,20.4,0.0,0.7069,-0.0,-0.0639,0.5,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.5,2.143
02JY9GL22CYR,3517,1,hog_rider,hog_rider,1,10.8,23.9,0.75,0.0,-0.0,-0.0,0.5,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,2.25,1.5
02JY9GQYLVLV,676,1,hog_rider,hog_rider,0,1.5,14.5,1.0,0.75,-0.0,-0.0,1.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.5,0.0,0.0,0.0,0.0,2.5,1.75
02JY9GQYLVLV,756,1,hog_rider,hog_rider,1,2.6,20.4,0.0,0.7069,-0.0,-0.0639,1.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,2.0,2.143
02JY9GQYLVLV,781,1,hog_rider,hog_rider,1,3.0,23.0,0.0,0.0,-0.0,-0.0,1.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,2.0,1.5
02JY9GQYLVLV,829,1,hog_rider,hog_rider,1,3.1,23.4,0.0,0.0,-0.0,-0.0,1.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,2.0,1.5
02JY9GQYLVLV,1265,1,hog_rider,hog_rider,0,2.1,15.6,0.75,0.5,-0.0,-0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8292,0.8292,0.0,0.0,0.0,0.0,2.0792,1.3292
02JY9GQYLVLV,1851,1,hog_rider,hog_rider,1,16.2,18.2,0.0,0.0,-0.0,-0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.5,1.0
02JY9GQYLVLV,1906,1,hog_rider,hog_rider,1,15.1,22.7,0.0,0.0,-0.0,-0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.5,1.0
02JY9GQYLVLV,2492,1,hog_rider,hog_rider,0,16.4,15.3,0.75,0.0,-0.0,-0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6703,0.6703,0.0,0.0,0.0,0.0,1.9203,0.6703
02QY9Q90JPCL,681,1,giant,giant,0,3.5,15.2,0.871,0.75,-0.0,-0.0,1.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6,0.6,0.0,0.0,0.0,0.0,2.471,1.85
02QY9Q90JPCL,777,1,giant,giant,1,5.2,18.1,1.0,0.75,-0.0,-0.0,1.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,3.0,2.25
02QY9Q90JPCL,2564,1,giant,giant,0,12.6,8.4,0.0,0.0,-0.0,-0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0
02QY9Q90JPCL,2664,1,giant,giant,0,13.1,12.3,0.0,0.0,-0.0,-0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0
02QY9Q90JPCL,2708,1,giant,giant,0,13.5,13.9,0.0809,0.0,-0.0,-0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5809,0.0
02QY9Q90JPCL,3032,1,giant,giant,1,4.0,16.8,0.75,0.5,-0.0,-0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,2.25,1.5
02QY9Q90JPCL,3241,1,giant,giant,1,10.4,20.1,0.3714,0.0,-0.4589,-0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.4126,1.0
02QY9Q92QPGC,1522,1,pekka,pekka,1,5.2,19.7,1.0,0.75,-0.0,-0.0,1.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,3.0,2.25
02QY9Q92QPGC,2241,1,pekka,pekka,1,14.7,16.7,0.1778,0.0,-0.0,-0.0,1.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,2.1778,1.5
02QY9Q92QPGC,2351,1,pekka,pekka,1,14.8,19.2,0.0,0.0,-0.0,-0.0,1.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,2.0,1.5
02QY9Q92QPGC,2371,1,pekka,pekka,1,14.7,19.8,0.0,0.0,-0.0,-0.0,1.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,2.0,1.5
02QY9Q92QPGC,3851,1,pekka,pekka,1,15.3,17.7,0.0,0.0,-0.0,-0.0,1.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,2.0,1.5
02QY9Q98C0J8,838,1,pekka,pekka,1,14.7,17.8,0.4617,0.0,-0.0,-0.0,1.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,2.4617,1.5
02QY9Q98C0J8,872,1,pekka,pekka,1,13.7,18.6,1.0,0.0,-0.0,-0.0,1.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,3.0,1.5
02QY9Q98C0J8,943,1,pekka,pekka,1,11.5,19.6,1.0,0.0,-0.0,-0.0,1.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,3.0,1.5
02QY9Q98C0J8,963,1,pekka,pekka,1,10.8,19.8,0.7343,0.0,-0.2415,-0.0,1.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,2.4928,1.5
02QY9Q9YY089,971,1,giant,giant,0,4.3,15.1,0.5343,0.5,-0.0,-0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.318,0.318,0.0,0.0,0.0,0.0,1.3523,0.818
02QY9Q9YY089,1518,1,giant,giant,0,4.3,15.8,0.6697,0.5,-0.0,-0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6391,0.6391,0.0,0.0,0.0,0.0,1.8089,1.1391
02QY9Q9YY089,2044,1,giant,giant,1,7.3,21.9,0.4509,0.0,-0.3626,-0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.5883,1.0
02QY9Q9YY089,2789,1,giant,giant,0,6.4,1.8,0.0,0.0,-0.0,-0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0
02QY9Q9YY089,3355,1,giant,giant,1,5.9,19.9,0.5,0.5,-0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.5,1.5
02QY9Q9YY089,3461,1,giant,giant,1,6.7,19.8,0.4581,0.5,-0.0763,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.3818,1.5
02QY9Q9YY089,3544,1,giant,giant,1,7.1,22.0,0.3616,0.0,-0.2516,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.11,1.0
088Y88LLCJRY,359,1,hog_rider,hog_rider,1,14.4,23.3,0.0,0.0,-0.0,-0.0,1.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,2.0,1.5
088Y88LLCJRY,1129,1,hog_rider,hog_rider,0,16.2,15.9,1.0,0.0,-0.0,-0.0,1.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7487,0.7487,0.0,0.0,0.0,0.0,2.7487,1.2487
088Y88LLCJRY,2824,1,hog_rider,hog_rider,1,5.1,22.1,0.0,0.0,-0.0,-0.0,1.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,2.0,1.5
088Y88LLCJRY,3033,1,hog_rider,hog_rider,1,1.8,16.6,0.0,0.6186,-0.0,-0.1946,1.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,2.0,1.924
088Y88LLCJRY,3433,1,hog_rider,hog_rider,0,4.9,14.5,1.0,0.75,-0.0,-0.0,1.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6689,0.6689,0.0,0.0,0.0,0.0,2.6689,1.9189
08CPVR8P2JPV,241,1,hog_rider,hog_rider,1,2.6,20.4,0.0,0.7069,-0.0,-0.0639,1.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,2.0,2.143
08CPVR8P2JPV,414,1,hog_rider,hog_rider,1,3.1,23.4,0.0,0.0,-0.0,-0.0,1.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,2.0,1.5
08CPVR8P2JPV,1086,1,hog_rider,hog_rider,1,2.4,19.8,0.0,0.4952,-0.0,-0.3774,1.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,2.0,1.6178
08CPVR8P2JPV,1941,1,hog_rider,hog_rider,1,4.9,19.2,0.75,0.5,-0.0,-0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,2.25,1.5
08CPVR8P2JPV,2981,1,hog_rider,hog_rider,0,3.9,15.4,0.75,0.5,-0.0,-0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,2.25,1.5
08CPVR8P2JPV,2991,1,hog_rider,hog_rider,0,4.8,15.9,0.75,0.5,-0.0,-0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9086,0.9086,0.0,0.0,0.0,0.0,2.1586,1.4086
08CPVR8P2JPV,3527,1,hog_rider,hog_rider,0,2.3,15.7,0.75,0.5,-0.0,-0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.917,0.917,0.0,0.0,0.0,0.0,2.167,1.417
08CPVRQ9JCLR,1094,1,giant,giant,1,13.9,22.6,0.0,0.0,-0.0,-0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.5,1.0
08CPVRRCV922,2281,1,pekka,pekka,0,2.8,15.8,0.0,0.75,-0.0,-0.0,1.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6488,0.6488,0.0,0.0,0.0,0.0,1.6488,1.8988
08CPVRRCV922,2317,1,pekka,pekka,1,2.9,17.2,0.1419,0.4628,-0.0,-0.3481,1.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,2.1419,1.6148
08CPVRRCV922,2412,1,pekka,pekka,1,3.3,19.1,0.0,0.4541,-0.0,-0.3587,1.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,2.0,1.5953
08CPVRRCV922,2463,1,pekka,pekka,1,3.3,19.1,0.0,0.4541,-0.0,-0.3587,1.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,2.0,1.5953
08CPVRRJ9C2L,229,1,hog_rider,hog_rider,1,1.8,17.1,0.0,0.406,-0.0,-0.5097,1.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,2.0,1.3963
08CPVRRJ9C2L,417,1,hog_rider,hog_rider,1,3.1,23.3,0.0,0.0,-0.0,-0.0,1.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,2.0,1.5
08CPVRRJ9C2L,1311,1,hog_rider,hog_rider,1,16.1,16.7,0.0,0.0,-0.0,-0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.5,1.0
08LY80VC29RV,214,1,hog_rider,hog_rider,1,16.1,16.7,0.0,0.0,-0.0,-0.0,1.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,2.0,1.5
08LY80VC29RV,253,1,hog_rider,hog_rider,1,15.4,19.9,0.0,0.0,-0.0,-0.0,1.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,2.0,1.5
08LY80VC29RV,1076,1,hog_rider,hog_rider,0,16.3,15.7,1.0,0.0,-0.0,-0.0,1.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7288,0.7288,0.0,0.0,0.0,0.0,2.7288,1.2288
08LY80VC29RV,1098,1,hog_rider,hog_rider,1,15.9,17.8,0.0,0.0,-0.0,-0.0,1.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,2.0,1.5
08LY80VC29RV,1151,1,hog_rider,hog_rider,1,15.0,22.5,0.0,0.0,-0.0,-0.0,1.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,2.0,1.5
08LY80VC29RV,1181,1,hog_rider,hog_rider,1,14.3,19.7,0.0,0.0,-0.0,-0.0,1.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,2.0,1.5
08LY80VC29RV,1908,1,hog_rider,hog_rider,1,3.5,16.7,1.0,0.75,-0.0,-0.0,1.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,3.0,2.25
08LY80VC29RV,2655,1,hog_rider,hog_rider,0,1.5,14.5,1.0,0.75,-0.0,-0.0,1.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.5,0.0,0.0,0.0,0.0,2.5,1.75
08LY80VC29RV,2683,1,hog_rider,hog_rider,0,1.7,15.6,1.0,0.75,-0.0,-0.0,1.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.725,0.725,0.0,0.0,0.0,0.0,2.725,1.975
08LY80VC29RV,3378,1,hog_rider,hog_rider,1,7.9,16.2,1.0,0.75,-0.0,-0.0,1.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,3.0,2.25
08LY80VC29RV,3408,1,hog_rider,hog_rider,1,6.0,17.5,1.0,0.75,-0.0,-0.0,1.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,3.0,2.25
08LY80VC29RV,3687,1,hog_rider,hog_rider,1,16.2,16.3,0.0,0.0,-0.0,-0.0,1.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,2.0,1.5
08LY80VC29RV,3736,1,hog_rider,hog_rider,1,12.6,16.8,1.0,0.0,-0.0,-0.0,1.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,3.0,1.5
08LY80VC29RV,3799,1,hog_rider,hog_rider,1,10.3,17.2,1.0,0.0,-0.0,-0.0,1.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,3.0,1.5
08LY80VC29RV,4337,1,hog_rider,hog_rider,1,16.1,16.5,0.0,0.0,-0.0,-0.0,1.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,2.0,1.5
08PY88PRLJCQ,356,1,hog_rider,hog_rider,1,1.9,16.7,0.0,0.5915,-0.0,-0.2349,1.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,2.0,1.8566
08PY88PRLJCQ,395,1,hog_rider,hog_rider,1,4.0,18.5,1.0,0.75,-0.0,-0.0,1.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,3.0,2.25
08PY88PRLJCQ,1656,1,hog_rider,hog_rider,1,2.6,20.4,0.0,0.7069,-0.0,-0.0639,1.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,2.0,2.143
08PY88PRLJCQ,1712,1,hog_rider,hog_rider,1,3.1,23.4,0.0,0.0,-0.0,-0.0,1.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,2.0,1.5
08PY88PRLJCQ,2601,1,hog_rider,hog_rider,0,2.1,15.7,0.75,0.5,-0.0,-0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8731,0.8731,0.0,0.0,0.0,0.0,2.1231,1.3731
08PY88PRLJCQ,2721,1,hog_rider,hog_rider,1,7.1,19.5,0.75,0.5,-0.0,-0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,2.25,1.5
08PY88PRLJCQ,2747,1,hog_rider,hog_rider,1,7.2,20.0,0.6434,0.5,-0.1579,-0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.9854,1.5
