tag,tick,side,threat_m,threat_c,own_side_threat,threat_tx,threat_ty,modal_p1_pull_band,corner_p1_pull_band,modal_p1_close_penalty,corner_p1_close_penalty,modal_p2_cover,corner_p2_cover,modal_p3_intercept,corner_p3_intercept,modal_p4_spell_frac,corner_p4_spell_frac,modal_p4_nado,corner_p4_nado,modal_p4_king_activation,corner_p4_king_activation,modal_p5_timing,corner_p5_timing,modal_p6_siege,corner_p6_siege,modal_p7_fragility,corner_p7_fragility,modal_p1_snapshot,corner_p1_snapshot,modal_p1_close_snapshot,corner_p1_close_snapshot,modal_d_path,corner_d_path,modal_sum,corner_sum,modal_pcred,corner_pcred
08LY80VC29RV,1151,1,hog_rider,hog_rider,1,15.0,22.5,0.0,0.0,-0.0,-0.0,1.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,5.6716,13.5659,2.0,1.5,0.0,0.0
08LY80VC29RV,1181,1,hog_rider,hog_rider,1,14.3,19.7,0.0,0.0,-0.0,-0.0,1.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,4.8462,12.3587,2.0,1.5,0.0,0.0
08LY80VC29RV,1908,1,hog_rider,hog_rider,1,3.5,16.7,1.0,0.4879,-0.0,-0.569,1.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,-0.0,-0.0,6.1286,0.7759,3.0,1.419,1.0,0.066
08LY80VC29RV,2655,1,hog_rider,hog_rider,0,1.5,14.5,1.0,0.85,-0.0,-0.1667,1.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.5,0.0,0.0,0.0,0.0,1.0,1.0,-0.0,-0.0,5.0,1.5,2.5,1.6833,1.0,0.4708
08LY80VC29RV,2683,1,hog_rider,hog_rider,0,1.7,15.6,1.0,0.4681,-0.0,-0.591,1.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.725,0.725,0.0,0.0,0.0,0.0,1.0,1.0,-0.0,-0.0,6.162,0.7362,2.725,1.1021,1.0,0.0511
08LY80VC29RV,3378,1,hog_rider,hog_rider,1,7.9,16.2,1.0,1.0,-0.0,-0.0,1.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,-0.0,-0.0,2.5573,4.2929,3.0,2.5,1.0,0.75
08LY80VC29RV,3408,1,hog_rider,hog_rider,1,6.0,17.5,1.0,0.5571,-0.0,-0.4921,1.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,-0.0,-0.0,4.1217,0.9142,3.0,1.565,1.0,0.1178
08LY80VC29RV,3687,1,hog_rider,hog_rider,1,16.2,16.3,0.0,0.0,-0.0,-0.0,1.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,5.7163,13.5425,2.0,1.5,0.0,0.0
08LY80VC29RV,3736,1,hog_rider,hog_rider,1,12.6,16.8,1.0,0.0,-0.0,-0.0,1.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,-0.0,-0.0,3.0355,6.5711,3.0,1.5,1.0,0.0
08LY80VC29RV,3799,1,hog_rider,hog_rider,1,10.3,17.2,1.0,0.0,-0.0,-0.0,1.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,-0.0,-0.0,3.0355,6.5711,3.0,1.5,1.0,0.0
08LY80VC29RV,4337,1,hog_rider,hog_rider,1,16.1,16.5,0.0,0.0,-0.0,-0.0,1.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,5.7163,13.5425,2.0,1.5,0.0,0.0
08PY88PRLJCQ,356,1,hog_rider,hog_rider,1,1.9,16.7,0.0,0.2078,-0.0,-0.8803,1.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.7886,-0.0,-0.2349,5.7163,0.2155,2.0,0.8275,0.0,-0.1442
08PY88PRLJCQ,395,1,hog_rider,hog_rider,1,4.0,18.5,0.6406,1.0,-0.3994,-0.0,1.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,-0.0,-0.0,1.0811,2.0139,2.2412,2.5,0.3406,0.75
08PY88PRLJCQ,1656,1,hog_rider,hog_rider,1,2.6,20.4,0.0,0.9425,-0.0,-0.0639,1.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.9425,-0.0,-0.0639,5.7163,1.685,2.0,2.3786,0.0,0.643
08PY88PRLJCQ,1712,1,hog_rider,hog_rider,1,3.1,23.4,0.0,0.0,-0.0,-0.0,1.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,5.8433,4.6148,2.0,1.5,0.0,0.0
08PY88PRLJCQ,2601,1,hog_rider,hog_rider,0,2.1,15.7,1.0,1.0,-0.0,-0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8731,0.8731,0.0,0.0,0.0,0.0,1.0,1.0,-0.0,-0.0,2.6171,2.316,2.3731,1.8731,0.75,0.5
08PY88PRLJCQ,2721,1,hog_rider,hog_rider,1,7.1,19.5,0.2036,1.0,-0.8849,-0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,-0.0,-0.0,0.2071,5.1886,0.8186,2.0,-0.1473,0.5
08PY88PRLJCQ,2747,1,hog_rider,hog_rider,1,7.2,20.0,0.6282,1.0,-0.4131,-0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.8579,1.0,-0.1579,-0.0,1.0565,5.4293,1.7152,2.0,0.1712,0.5
08PY88PRLJCQ,3331,1,hog_rider,hog_rider,1,14.8,23.4,0.0,0.0,-0.0,-0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,5.8087,13.7051,1.5,1.0,0.0,0.0
08PY88PUY9YP,258,1,giant,giant,0,11.6,2.1,1.0,0.0,-0.0,-0.0,1.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,5.0,12.5,2.0,0.5,1.0,0.0
08PY88PUY9YP,572,1,giant,giant,0,13.5,13.6,1.0,0.0,-0.0,-0.0,1.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0023,0.0,-0.0,-0.0,5.0,12.4501,2.0,0.5,1.0,0.0
08PY88PUY9YP,601,1,giant,giant,0,13.7,14.7,1.0,0.0,-0.0,-0.0,1.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0133,0.0133,0.0,0.0,0.0,0.0,0.541,0.0,-0.0,-0.0,5.0,12.2682,2.0133,0.5133,1.0,0.0
08PY88PUY9YP,631,1,giant,giant,0,13.8,15.8,1.0,0.0,-0.0,-0.0,1.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6488,0.6488,0.0,0.0,0.0,0.0,0.8984,0.0,-0.0,-0.0,5.0,12.0387,2.6488,1.1488,1.0,0.0
08PY88PUY9YP,784,1,giant,giant,1,14.0,21.5,0.0,0.0,-0.0,-0.0,1.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,4.5119,12.3429,2.0,1.5,0.0,0.0
08PY88PUY9YP,1613,1,giant,giant,1,4.2,16.2,1.0,0.9238,-0.0,-0.0693,1.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,-0.0,-0.0,4.6267,2.0475,3.0,2.3545,1.0,0.6235
08PY88PUY9YP,1683,1,giant,giant,1,7.1,19.7,0.0013,1.0,-0.9079,-0.0,1.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.805,1.0,-0.1772,-0.0,0.2026,5.2104,1.0934,2.5,-0.2987,0.75
08PY88PUY9YP,2843,1,giant,giant,1,4.7,21.1,0.0,0.0,-0.0,-0.0,1.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,3.7824,3.6294,2.0,1.5,0.0,0.0
08PY88PUY9YP,2872,1,giant,giant,1,4.6,22.4,0.0,0.0,-0.0,-0.0,1.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,4.1375,4.4423,2.0,1.5,0.0,0.0
08QPVCPCG8L9,1685,1,pekka,pekka,0,5.2,10.6,0.2502,1.0,-0.0,-0.0,1.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,6.4995,3.698,2.2502,2.5,0.2502,0.75
08QPVCPCG8L9,1751,1,pekka,pekka,0,5.0,11.9,0.0,1.0,-0.0,-0.0,1.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,7.5936,4.9492,2.0,2.5,0.0,0.75
08QPVCPCG8L9,1941,1,pekka,pekka,1,4.2,16.1,1.0,0.9238,-0.0,-0.0693,1.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.3446,1.0,-0.0,-0.0,4.6267,2.0475,3.0,2.3545,1.0,0.6235
08QPVCPCG8L9,2291,1,pekka,pekka,1,6.4,26.1,0.0,0.0,-0.0,-0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,5.2291,8.5569,1.5,1.0,0.0,0.0
08QPVCPCG8L9,2375,1,pekka,pekka,1,6.8,26.9,0.0,0.0,-0.0,-0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,5.8215,9.4655,1.5,1.0,0.0,0.0
08YY8988C0QC,1209,1,pekka,pekka,0,4.9,11.5,1.0,0.65,-0.0,-0.3182,1.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,5.0,1.5,2.0,0.8318,1.0,0.1875
08YY8988C0QC,1373,1,pekka,pekka,1,4.4,16.8,1.0,1.0,-0.0,-0.0,1.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.6382,1.0,-0.0,-0.0,3.3531,2.6472,3.0,2.5,1.0,0.75
08YY8988C0QC,1422,1,pekka,pekka,1,4.4,16.8,1.0,0.9501,-0.0,-0.0453,1.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.6382,1.0,-0.0,-0.0,4.9697,2.1003,3.0,2.4048,1.0,0.6673
08YY8988C0QC,1496,1,pekka,pekka,1,4.0,17.1,0.7118,0.5593,-0.0,-0.4006,1.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.5783,1.0,-0.0,-0.0,5.5763,1.3186,2.7118,1.6587,0.7118,0.1195
08YY8988C0QC,2444,1,pekka,pekka,0,1.2,11.5,1.0,0.65,-0.0,-0.3182,0.5,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,5.0,1.5,1.5,0.8318,0.75,0.1875
08YY898LU88C,202,1,hog_rider,hog_rider,1,15.4,20.6,0.0,0.0,-0.0,-0.0,1.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,5.7163,13.5425,2.0,1.5,0.0,0.0
08YY898LU88C,414,1,hog_rider,hog_rider,1,14.9,23.4,0.0,0.0,-0.0,-0.0,1.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,5.8433,13.743,2.0,1.5,0.0,0.0
08YY898LU88C,1043,1,hog_rider,hog_rider,1,15.1,22.2,0.0,0.0,-0.0,-0.0,1.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,5.7166,13.5921,2.0,1.5,0.0,0.0
08YY898LU88C,1054,1,hog_rider,hog_rider,1,14.9,23.2,0.0,0.0,-0.0,-0.0,1.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,5.8065,13.7109,2.0,1.5,0.0,0.0
08YY898LU88C,1617,1,hog_rider,hog_rider,1,15.7,17.2,1.0,0.0,-0.0,-0.0,0.5,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,-0.0,-0.0,3.4716,11.2232,2.5,1.5,0.75,0.0
08YY898LU88C,1694,1,hog_rider,hog_rider,1,10.4,18.7,0.1739,0.0,-0.9179,-0.0,0.5,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,-0.0,-0.0,0.1478,5.8934,0.756,1.5,-0.1696,0.0
08YY898LU88C,2395,1,hog_rider,hog_rider,0,2.5,14.5,1.0,0.85,-0.0,-0.1667,0.5,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7324,0.7324,0.0,0.0,0.0,0.0,1.0,1.0,-0.0,-0.0,5.0,1.5,2.2324,1.9157,0.75,0.4708
08YY898LU88C,2451,1,hog_rider,hog_rider,0,3.5,16.0,1.0,1.0,-0.0,-0.0,0.5,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,-0.0,-0.0,5.2009,2.5509,2.5,2.5,0.75,0.75
08YY898LU88C,2605,1,hog_rider,hog_rider,1,3.5,23.4,0.0,0.0,-0.0,-0.0,0.5,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,5.5002,4.7902,1.5,1.5,0.0,0.0
08YY898LU88C,3102,1,hog_rider,hog_rider,1,4.2,18.3,1.0,0.5571,-0.0,-0.4921,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,-0.0,-0.0,4.9807,0.9142,2.0,1.065,0.5,-0.0214
08YY898LU88C,3262,1,hog_rider,hog_rider,1,4.1,16.8,0.2036,1.0,-0.8849,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,-0.0,-0.0,0.2071,2.5899,0.3186,2.0,-0.1982,0.5
08YY898LU88C,3274,1,hog_rider,hog_rider,1,5.0,17.5,0.2036,1.0,-0.8849,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,-0.0,-0.0,0.2071,3.1033,0.3186,2.0,-0.1982,0.5
08YY898PPLJ9,1001,1,hog_rider,hog_rider,1,2.1,23.7,0.0,0.0,-0.0,-0.0,1.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,6.6012,4.7333,2.0,1.5,0.0,0.0
08YY898PPLJ9,1936,1,hog_rider,hog_rider,1,7.6,19.0,0.2036,1.0,-0.8849,-0.0,1.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,-0.0,-0.0,0.2071,5.5736,1.3186,2.5,-0.0964,0.75
08YY898PPLJ9,2597,1,hog_rider,hog_rider,1,6.7,21.5,0.2036,1.0,-0.8849,-0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,-0.0,-0.0,0.2071,5.4665,0.8186,2.0,-0.1473,0.5
08YY898PPLJ9,2698,1,hog_rider,hog_rider,1,8.2,26.5,0.0,0.0,-0.0,-0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,5.0307,9.9195,1.5,1.0,0.0,0.0
08YY898PPLJ9,2735,1,hog_rider,hog_rider,1,8.2,26.5,0.0,0.0,-0.0,-0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,5.0307,9.9195,1.5,1.0,0.0,0.0
08YY898PPLJ9,2906,1,hog_rider,hog_rider,1,13.3,20.5,0.0,0.0,-0.0,-0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,2.0495,9.698,1.5,1.0,0.0,0.0
08YY898PPLJ9,3066,1,hog_rider,hog_rider,1,2.1,17.7,1.0,0.2335,-0.0,-0.8516,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.3432,-0.0,-0.7298,6.1708,0.2671,2.5,0.3819,0.75,-0.1832
08YY898PPLJ9,3192,1,hog_rider,hog_rider,1,4.7,21.9,1.0,1.0,-0.0,-0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,-0.0,-0.0,3.6693,4.161,2.5,2.0,0.75,0.5
08YY898PPLJ9,3233,1,hog_rider,hog_rider,1,6.2,24.4,0.0,0.0,-0.0,-0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,3.9193,7.0648,1.5,1.0,0.0,0.0
092PPVPV8PRJ,594,1,hog_rider,hog_rider,1,15.6,19.4,0.0,0.0,-0.0,-0.0,1.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,5.7163,13.5425,2.0,1.5,0.0,0.0
092PPVPV8PRJ,787,1,hog_rider,hog_rider,1,14.9,23.4,0.0,0.0,-0.0,-0.0,1.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,5.8433,13.743,2.0,1.5,0.0,0.0
092PPVPV8PRJ,1026,1,hog_rider,hog_rider,1,10.4,16.5,1.0,0.0,-0.0,-0.0,1.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,-0.0,-0.0,2.6449,8.6315,3.0,1.5,1.0,0.0
092PPVPV8PRJ,1811,1,hog_rider,hog_rider,1,2.7,18.3,0.0,0.4792,-0.0,-0.5786,0.5,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.4819,-0.0,-0.5757,5.4396,0.7585,1.5,1.4006,0.0,0.0594
092PPVPVRCYP,212,1,hog_rider,hog_rider,0,16.5,14.5,1.0,0.0,-0.0,-0.0,1.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.5,0.0,0.0,0.0,0.0,1.0,0.0,-0.0,-0.0,5.0,12.5,2.5,1.0,1.0,0.0
092PPVPVRCYP,257,1,hog_rider,hog_rider,1,15.9,17.6,0.0,0.0,-0.0,-0.0,1.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,5.7163,13.5425,2.0,1.5,0.0,0.0
092PPVPVRCYP,291,1,hog_rider,hog_rider,1,15.3,21.0,0.0,0.0,-0.0,-0.0,1.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,5.7163,13.5425,2.0,1.5,0.0,0.0
092PPVPVRCYP,1973,1,hog_rider,hog_rider,1,15.5,16.5,1.0,0.0,-0.0,-0.0,0.5,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,-0.0,-0.0,3.1754,10.9856,2.5,1.5,0.75,0.0
092PPVPVRCYP,2012,1,hog_rider,hog_rider,1,13.3,18.7,0.2036,0.0,-0.8849,-0.0,0.5,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,-0.0,-0.0,0.2071,8.044,0.8186,1.5,-0.1473,0.0
092PPVPVRCYP,2052,1,hog_rider,hog_rider,1,13.6,18.2,0.2036,0.0,-0.8849,-0.0,0.5,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,-0.0,-0.0,0.2071,8.044,0.8186,1.5,-0.1473,0.0
092PPVPVRCYP,2866,1,hog_rider,hog_rider,1,9.7,23.5,1.0,0.0,-0.0,-0.0,0.5,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,-0.0,-0.0,2.1391,9.1598,2.5,1.5,0.75,0.0
092PPVPVULCU,301,1,hog_rider,hog_rider,1,2.7,20.9,0.0,1.0,-0.0,-0.0,1.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,-0.0,-0.0,5.6783,2.1871,2.0,2.5,0.0,0.75
092PPVPVULCU,472,1,hog_rider,hog_rider,1,3.1,23.3,0.0,0.0,-0.0,-0.0,1.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,5.8018,4.53,2.0,1.5,0.0,0.0
092PPVPVULCU,1216,1,hog_rider,hog_rider,1,1.9,16.7,0.0,0.2078,-0.0,-0.8803,1.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.7886,-0.0,-0.2349,5.7163,0.2155,2.0,0.8275,0.0,-0.1442
092PPVPVULCU,1254,1,hog_rider,hog_rider,1,2.6,20.4,0.0,0.9425,-0.0,-0.0639,1.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.9425,-0.0,-0.0639,5.7163,1.685,2.0,2.3786,0.0,0.643
092PPVPVULCU,1291,1,hog_rider,hog_rider,1,3.1,23.4,0.0,0.0,-0.0,-0.0,1.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,5.8433,4.6148,2.0,1.5,0.0,0.0
092PPVPVULCU,2085,1,hog_rider,hog_rider,1,3.7,17.2,1.0,1.0,-0.0,-0.0,1.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,-0.0,-0.0,2.0495,2.0415,3.0,2.5,1.0,0.75
092PPVPVULCU,2741,1,hog_rider,hog_rider,0,16.4,15.6,1.0,0.0,-0.0,-0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6926,0.6926,0.0,0.0,0.0,0.0,1.0,0.0,-0.0,-0.0,6.162,12.7382,2.1926,0.6926,0.75,0.0
092PPVPVULCU,2768,1,hog_rider,hog_rider,1,16.3,17.9,0.0,0.0,-0.0,-0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,6.1708,13.5357,1.5,1.0,0.0,0.0
092PPVPVULCU,3353,1,hog_rider,hog_rider,1,11.5,27.0,0.0,0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,6.0005,12.3842,1.0,1.0,0.0,0.0
