seed,match,t,card,base,kind,tx,ty,threat,d_threat,n_enemy_troops,bb_detected,bb_case,p1_pull_band,p1_close_penalty,p2_cover,p3_intercept,p4_spell_frac,p4_nado,p4_king_activation,p5_timing,p6_siege,p7_fragility,sum
1234,0,0.0,ice_wizard,ice_wizard,troop,1.5,18.0,,0.0,0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5
1234,0,1.2,skeletons,skeletons,troop,9.5,31.33,hog_rider,16.77,1,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.4187,0.0,0.0,0.9187
1234,0,3.6,the_log,the_log,spell,3.5,18.0,hog_rider,10.5,2,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5
1234,0,11.4,knight,knight,troop,14.5,19.33,,0.0,0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5
1234,0,28.8,x_bow,x_bow,building,1.5,18.0,zappies,14.78,3,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.5
1234,0,36.6,ice_wizard,ice_wizard,troop,3.5,18.0,zappies,9.87,3,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5
1234,0,39.6,skeletons,skeletons,troop,9.5,31.33,zappies,13.54,2,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5
1234,0,52.8,tesla,tesla,building,1.5,18.0,executioner,3.26,1,0.0,0.0,0.0482,0.0,0.5,0.0,0.0,0.0,0.0,0.4667,0.0,0.0,1.0148
1234,0,56.4,the_log,the_log,spell,3.5,18.0,executioner,2.5,2,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5
1234,0,64.8,knight,knight,troop,12.5,30.0,ronin,6.84,1,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5
1234,0,76.8,ice_wizard,ice_wizard,troop,1.5,18.0,hog_rider,12.49,1,0.0,0.0,0.0,0.0,0.4941,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4941
1234,0,77.4,skeletons,skeletons,troop,9.5,31.33,hog_rider,12.05,1,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.5
1234,0,90.6,tesla,tesla,building,12.5,18.0,,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1234,0,103.8,x_bow,x_bow,building,14.5,18.0,zappies,1.78,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
1234,0,111.0,the_log,the_log,spell,14.5,18.0,zappies,1.86,1,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
1234,0,118.2,knight_evo,knight,troop,1.5,18.0,ronin,11.06,2,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5
1234,0,120.6,skeletons,skeletons,troop,9.5,31.33,ronin,4.76,2,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.5
1234,0,125.4,ice_wizard,ice_wizard,troop,12.5,18.0,zappies,4.98,3,0.0,0.0,0.0,0.0,0.2804,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2804
1234,0,132.6,tesla_evo,tesla,building,12.5,18.0,monk,12.59,1,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1234,0,138.6,x_bow,x_bow,building,1.5,18.0,monk,8.43,4,0.0,0.0,0.0,-0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5
1234,0,141.6,the_log,the_log,spell,3.5,18.0,monk,5.14,4,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5
1234,0,142.8,skeletons,skeletons,troop,9.5,31.33,monk,18.15,4,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.5
1234,0,147.0,knight,knight,troop,3.5,18.0,monk,0.76,5,0.0,0.0,0.0,0.0,0.5,1.0,0.0,0.0,0.0,0.2672,0.0,0.0,1.7672
1234,0,151.2,ice_wizard,ice_wizard,troop,1.5,18.0,hog_rider,3.75,5,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5
1234,0,156.6,tornado,tornado,spell,0.5,16.67,zappies,2.82,4,0.0,0.0,0.0,0.0,0.057,0.0,1.0,0.1572,0.0,0.0,0.0,0.0,1.2143
1234,0,160.8,the_log,the_log,spell,0.5,19.33,zappies,1.27,4,0.0,0.0,0.0,0.0,0.5,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.5
1234,0,161.4,skeletons,skeletons,troop,9.5,31.33,zappies,13.78,4,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5
1234,0,163.8,knight,knight,troop,5.5,24.67,zappies,7.32,5,0.0,0.0,0.0,0.0,0.5,0.5,0.0,0.0,0.0,1.0,0.0,0.0,2.0
1234,0,168.0,ice_wizard,ice_wizard,troop,2.5,18.0,zappies,0.53,5,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.2481,0.0,0.0,0.7481
1234,0,174.0,tesla,tesla,building,1.5,18.0,monk,11.26,1,0.0,0.0,0.0,-0.0,0.5,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.5
1234,0,182.4,x_bow,x_bow,building,3.5,18.0,hog_rider,10.46,2,0.0,0.0,0.0,-0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5
1234,1,0.0,knight,knight,troop,12.5,30.0,,0.0,0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5
1234,1,3.6,ice_wizard,ice_wizard,troop,1.5,18.0,,0.0,0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5
1234,1,6.0,skeletons,skeletons,troop,3.5,27.33,skeleton_army,9.1,18,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.5
1234,1,16.8,tornado,tornado,spell,12.5,18.0,skeleton_army,9.53,9,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5
1234,1,29.4,tesla,tesla,building,14.5,23.33,skeleton_army,0.0,8,0.0,0.0,0.1875,-1.0,0.5,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.6875
1234,1,37.2,knight,knight,troop,12.5,30.0,,0.0,0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5
1234,1,47.4,ice_wizard,ice_wizard,troop,1.5,18.0,lava_hound,1.75,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
1234,1,48.0,skeletons,skeletons,troop,9.5,31.33,lava_hound,12.44,2,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.5
1234,1,66.0,x_bow,x_bow,building,1.5,18.0,minions,15.11,9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
1234,1,73.8,tesla,tesla,building,3.5,18.0,minions,10.74,18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
1234,1,78.6,the_log,the_log,spell,3.5,18.0,minions,10.71,6,0.0,0.0,0.0,0.0,0.0,0.0,0.6667,0.0,0.0,0.0,0.0,0.0,0.6667
1234,1,87.0,knight_evo,knight,troop,5.5,18.0,,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1234,1,90.6,skeletons,skeletons,troop,9.5,31.33,,0.0,0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5
1234,1,102.6,ice_wizard,ice_wizard,troop,12.5,18.0,inferno_dragon,9.42,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1234,1,110.4,tesla_evo,tesla,building,1.5,18.0,minions,12.88,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1234,1,124.8,x_bow,x_bow,building,3.5,18.0,skeleton_army,9.9,11,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1234,2,0.0,tesla,tesla,building,1.5,18.0,,0.0,0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5
1234,2,6.6,ice_wizard,ice_wizard,troop,14.5,23.33,royal_hogs,0.0,4,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.7809,0.0,0.0,1.2809
1234,2,9.0,skeletons,skeletons,troop,9.5,31.33,royal_hogs,7.27,3,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5
1234,2,33.6,x_bow,x_bow,building,1.5,18.0,,0.0,0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.5
1234,2,36.6,knight,knight,troop,12.5,30.0,,0.0,0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5
1234,2,44.4,the_log,the_log,spell,3.5,18.0,zappies,3.39,3,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5
1234,2,48.0,ice_wizard,ice_wizard,troop,1.5,18.0,zappies,2.95,2,0.0,0.0,0.0,0.0,0.5,0.5,0.0,0.0,0.0,1.0,0.0,0.0,2.0
1234,2,51.0,skeletons,skeletons,troop,9.5,31.33,zappies,15.77,5,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5
1234,2,63.6,tesla,tesla,building,1.5,18.0,zappies,2.72,5,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.5
1234,2,70.2,knight,knight,troop,3.5,18.0,zappies,12.79,3,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5
1234,2,88.8,x_bow,x_bow,building,1.5,18.0,flying_machine,2.66,1,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.4222,1.0,0.0,1.9222
1234,2,103.8,ice_wizard,ice_wizard,troop,1.5,18.0,royal_hogs,10.11,4,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5
1234,2,104.4,skeletons,skeletons,troop,9.5,31.33,royal_hogs,3.89,7,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5
1234,2,112.2,tesla_evo,tesla,building,1.5,18.0,zappies,11.23,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
1234,2,115.8,the_log,the_log,spell,3.5,18.0,zappies,8.88,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1234,2,121.8,knight_evo,knight,troop,3.5,18.0,zappies,11.5,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1234,2,126.6,ice_wizard,ice_wizard,troop,3.5,18.0,zappies,11.5,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1234,2,127.8,skeletons,skeletons,troop,9.5,31.33,zappies,7.36,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1234,2,134.4,tesla,tesla,building,3.5,18.0,flying_machine,8.56,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
1234,2,142.2,x_bow,x_bow,building,5.5,18.0,zappies,4.84,2,0.0,0.0,0.2047,0.0,0.0,0.0,0.0,0.0,0.0,0.3647,1.0,0.0,1.5693
1234,2,144.6,the_log,the_log,spell,5.5,18.0,zappies,4.62,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1234,2,148.8,knight,knight,troop,10.5,18.0,royal_hogs,1.46,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1501,0.0,0.0,0.1501
1234,2,150.6,skeletons,skeletons,troop,9.5,31.33,royal_hogs,12.36,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1234,2,155.4,tesla,tesla,building,14.5,18.0,flying_machine,1.0,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
1234,2,162.0,ice_wizard,ice_wizard,troop,1.5,18.0,zappies,4.9,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1234,3,0.0,knight,knight,troop,12.5,30.0,,0.0,0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5
1234,3,0.6,skeletons,skeletons,troop,9.5,31.33,mini_pekka,17.42,1,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,1.0,0.0,-0.0,1.5
1234,3,12.0,ice_wizard,ice_wizard,troop,12.5,18.0,mini_pekka,9.96,1,0.0,0.0,0.0,0.0,0.0568,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0568
1234,3,25.2,x_bow,x_bow,building,1.5,18.0,,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
1234,3,34.8,tesla,tesla,building,3.5,18.0,wizard,1.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
1234,3,40.8,the_log,the_log,spell,5.5,18.0,,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1234,3,42.6,skeletons,skeletons,troop,9.5,31.33,,0.0,0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5
1234,3,51.0,knight,knight,troop,5.5,24.67,giant,1.24,1,0.0,0.0,0.0,0.0,0.5,1.0,0.0,0.0,0.0,1.0,0.0,0.0,2.5
1234,3,62.4,ice_wizard,ice_wizard,troop,1.5,18.0,mini_pekka,2.05,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
1234,3,73.2,tesla,tesla,building,1.5,18.0,,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1234,3,85.2,tornado,tornado,spell,3.5,16.67,sparky,10.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1234,3,85.8,skeletons,skeletons,troop,9.5,31.33,sparky,14.35,1,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.5
1234,3,90.6,knight_evo,knight,troop,14.5,18.0,sparky,0.07,1,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.2833,0.0,0.0,0.7833
1234,3,107.4,x_bow,x_bow,building,1.5,18.0,,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
1234,3,118.8,tesla_evo,tesla,building,3.5,18.0,mini_pekka,10.31,1,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.1259,0.0,0.0,0.1259
1234,3,125.4,ice_wizard,ice_wizard,troop,1.5,18.0,mini_pekka,13.39,2,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5
1234,3,126.6,skeletons,skeletons,troop,9.5,31.33,mini_pekka,7.24,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,-0.0,1.0
1234,3,130.2,knight,knight,troop,14.5,19.33,mini_pekka,8.0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1234,3,136.8,tornado,tornado,spell,12.5,19.33,giant,2.1,1,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.4779,0.0,0.0,0.0,0.0,1.4779
1234,3,144.0,tesla,tesla,building,12.5,18.0,sparky,3.61,1,0.0,0.0,0.2553,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.2553
1234,3,147.6,ice_wizard,ice_wizard,troop,14.5,18.0,sparky,3.61,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1234,3,148.8,skeletons,skeletons,troop,9.5,31.33,,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1234,3,150.6,knight,knight,troop,12.5,18.0,mini_pekka,4.46,2,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.8741,0.0,0.0,1.3741
1234,3,163.8,x_bow,x_bow,building,14.5,18.0,giant,9.33,1,0.0,0.0,0.0056,-0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0056
1234,3,171.6,tesla,tesla,building,16.5,18.0,giant,10.59,1,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
1234,3,172.2,ice_wizard,ice_wizard,troop,16.5,18.0,giant,10.66,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1234,3,173.4,skeletons,skeletons,troop,9.5,31.33,giant,5.92,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9264,0.0,0.0,0.9264
1234,3,175.8,knight_evo,knight,troop,1.5,18.0,giant,9.45,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1234,3,183.6,x_bow,x_bow,building,1.5,18.0,,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1234,3,193.8,tesla_evo,tesla,building,3.5,18.0,,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1234,3,198.6,ice_wizard,ice_wizard,troop,5.5,18.0,,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1234,3,199.8,skeletons,skeletons,troop,9.5,31.33,,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1234,3,201.0,knight,knight,troop,12.5,30.0,,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1234,3,205.8,the_log,the_log,spell,5.5,18.0,mini_pekka,11.3,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1234,3,206.4,tesla,tesla,building,1.5,18.0,mini_pekka,11.3,1,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
1234,3,212.4,ice_wizard,ice_wizard,troop,5.5,18.0,mini_pekka,5.37,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6745,0.0,0.0,0.6745
1234,3,213.0,skeletons,skeletons,troop,9.5,31.33,mini_pekka,18.27,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7839,0.0,-0.0,0.7839
1234,3,216.0,knight,knight,troop,5.5,18.0,wizard,5.14,1,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1234,3,225.0,x_bow,x_bow,building,1.5,18.0,giant,0.84,2,0.0,0.0,0.1978,-0.5495,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.6482
1234,3,231.6,tesla,tesla,building,3.5,18.0,giant,0.99,2,0.0,0.0,0.2593,-0.4376,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.8217
1234,4,6.0,x_bow,x_bow,building,1.5,18.0,night_witch,13.22,3,0.0,0.0,0.0,-0.0,0.5,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.5
1234,4,11.4,knight,knight,troop,3.5,18.0,night_witch,8.29,5,0.0,0.0,0.0,0.0,0.5,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5
1234,4,17.4,the_log,the_log,spell,3.5,18.0,mega_minion,1.21,9,0.0,0.0,0.0,0.0,0.5,0.0,0.7778,0.0,0.0,0.0,0.0,0.0,1.2778
1234,4,25.8,ice_wizard,ice_wizard,troop,1.5,18.0,mega_minion,4.38,9,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5
1234,4,28.8,skeletons,skeletons,troop,9.5,31.33,night_witch,10.59,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0
1234,4,47.4,x_bow,x_bow,building,1.5,18.0,,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
1234,4,53.4,knight,knight,troop,12.5,30.0,,0.0,0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5
1234,4,64.2,tornado,tornado,spell,3.5,19.33,golem,0.44,1,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.775,0.0,0.0,0.0,0.0,1.775
1234,4,73.2,tesla,tesla,building,1.5,18.0,golem,7.16,2,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
1234,4,76.2,skeletons,skeletons,troop,9.5,31.33,golem,4.75,2,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.3192,0.0,0.0,0.8192
1234,4,91.8,ice_wizard,ice_wizard,troop,3.5,18.0,golemite,9.57,3,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5
1234,5,0.0,knight,knight,troop,12.5,30.0,,0.0,0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5
1234,5,5.4,ice_wizard,ice_wizard,troop,3.5,23.33,hog_rider,0.0,1,0.0,0.0,0.0,0.0,0.5,1.0,0.0,0.0,0.0,1.0,0.0,0.0,2.5
1234,5,20.4,x_bow,x_bow,building,1.5,18.0,executioner,4.01,1,0.0,0.0,0.5329,0.0,0.5,0.0,0.0,0.0,0.0,1.0,1.0,0.0,3.0329
1234,5,27.0,skeletons,skeletons,troop,9.5,31.33,executioner,18.56,1,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5
1234,5,36.0,tesla,tesla,building,14.5,27.33,minion_horde,14.89,6,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.5
1234,5,39.6,the_log,the_log,spell,12.5,18.0,minion_horde,9.63,6,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5
1234,5,48.0,knight,knight,troop,12.5,30.0,minion_horde,9.92,2,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5
1234,5,57.0,ice_wizard,ice_wizard,troop,1.5,18.0,elite_barbarians,9.71,2,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5
1234,5,59.4,skeletons,skeletons,troop,9.5,31.33,elite_barbarians,4.76,2,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.5
1234,5,70.2,tesla,tesla,building,1.5,18.0,,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1234,5,87.0,x_bow,x_bow,building,3.5,18.0,bandit,8.95,1,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
1234,5,93.0,the_log,the_log,spell,3.5,18.0,bandit,6.12,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1234,5,101.4,knight_evo,knight,troop,3.5,18.0,minion_horde,2.58,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
1234,5,103.8,skeletons,skeletons,troop,9.5,31.33,minion_horde,10.79,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1234,5,112.2,ice_wizard,ice_wizard,troop,1.5,18.0,minion_horde,4.24,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1234,5,121.8,tesla_evo,tesla,building,1.5,18.0,executioner,4.28,1,0.0,0.0,0.2275,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2275
1234,5,129.6,tornado,tornado,spell,0.5,18.0,hog_rider,9.03,2,0.0,0.0,0.0,0.0,0.0,0.0,0.5556,0.0647,0.0,0.0,0.0,0.0,0.6202
1234,5,130.8,knight,knight,troop,0.5,20.67,hog_rider,8.7,4,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5
1234,5,132.6,skeletons,skeletons,troop,9.5,31.33,elite_barbarians,13.92,3,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,1.0,0.0,-0.0,1.5
1234,6,0.0,knight,knight,troop,12.5,30.0,,0.0,0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5
1234,6,7.2,tesla,tesla,building,1.5,18.0,wall_breakers,3.25,3,0.0,0.0,0.75,-0.0,0.5,0.0,0.0,0.0,0.0,0.8759,0.0,0.0,2.1259
1234,6,26.4,x_bow,x_bow,building,1.5,18.0,goblin_gang,15.96,3,0.0,0.0,0.0,-0.0,0.5,0.0,0.0,0.0,0.0,0.7578,1.0,0.0,2.2578
1234,6,28.2,skeletons,skeletons,troop,9.5,31.33,goblin_gang,18.84,3,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,1.0,0.0,-0.0,1.5
1234,6,39.0,ice_wizard,ice_wizard,troop,3.5,18.0,,0.0,1,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5
1234,6,39.6,the_log,the_log,spell,3.5,18.0,,0.0,1,0.0,0.0,0.0,0.0,0.5,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.5
1234,6,48.0,knight,knight,troop,3.5,19.33,,0.0,1,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5
1234,6,60.6,tesla,tesla,building,1.5,18.0,goblin_gang,8.34,5,0.0,0.0,0.0,-0.0,0.5,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.5
