[upd   22] m=   69 dec=  22528 | win ep_r -5.654 (last50 -5.425) WLD 0/3/0 cum 10/59/0 len 189s | pl +0.0197 vl 0.4222 ent 0.367 cell_ent 3.912 kl_cell 0.0825 kl_card 0.1598 kl_term +0.0247 clip 0.111 vpred -1.822 ret -1.835 | last-epoch pl +0.0184 kl_cell 0.0936 kl_term +0.0281 | raw_p99 9.91 max 20.1 | p_play 0.075 | s/match 21.20 roll 45.0s (pol 11.9s) upd 18.5s warm_mb 0 cell_coef 0.0490 elapsed 14.6m | GATE p_gate 0.0656 p90 0.1324 frac_gt_tau 0.0085 (n 943) gp_ce 0.3647 gp_target 0.1203 gp_rows 0.921
[upd   23] m=   72 dec=  23552 | win ep_r -8.969 (last50 -5.535) WLD 0/3/0 cum 10/62/0 len 144s | pl +0.0106 vl 0.6132 ent 0.273 cell_ent 3.711 kl_cell 0.1219 kl_card 0.2464 kl_term +0.0366 clip 0.046 vpred -2.616 ret -2.609 | last-epoch pl +0.0117 kl_cell 0.0988 kl_term +0.0296 | raw_p99 8.09 max 17.6 | p_play 0.059 | s/match 19.50 roll 45.7s (pol 10.8s) upd 16.9s warm_mb 0 cell_coef 0.0490 elapsed 15.6m | GATE p_gate 0.0655 p90 0.1261 frac_gt_tau 0.0100 (n 1005) gp_ce 0.3344 gp_target 0.1015 gp_rows 0.981
[upd   24] m=   75 dec=  24576 | win ep_r +0.632 (last50 -5.065) WLD 2/1/0 cum 12/63/0 len 215s | pl +0.0233 vl 0.5911 ent 0.383 cell_ent 3.770 kl_cell 0.0957 kl_card 0.1740 kl_term +0.0287 clip 0.123 vpred -1.666 ret -1.654 | last-epoch pl +0.0210 kl_cell 0.0883 kl_term +0.0265 | raw_p99 10.77 max 20.1 | p_play 0.074 | s/match 19.71 roll 31.8s (pol 5.8s) upd 11.6s warm_mb 0 cell_coef 0.0490 elapsed 16.3m | GATE p_gate 0.0732 p90 0.1357 frac_gt_tau 0.0020 (n 989) gp_ce 0.3752 gp_target 0.1274 gp_rows 0.966
[upd   25] m=   78 dec=  25600 | win ep_r -8.309 (last50 -5.473) WLD 0/3/0 cum 12/66/0 len 145s | pl +0.0118 vl 0.4600 ent 0.285 cell_ent 3.681 kl_cell 0.0702 kl_card 0.3154 kl_term +0.0211 clip 0.053 vpred -2.841 ret -2.819 | last-epoch pl +0.0121 kl_cell 0.0704 kl_term +0.0211 | raw_p99 9.71 max 20.5 | p_play 0.065 | s/match 15.73 roll 43.3s (pol 11.3s) upd 17.8s warm_mb 0 cell_coef 0.0489 elapsed 17.3m | GATE p_gate 0.0761 p90 0.1414 frac_gt_tau 0.0113 (n 974) gp_ce 0.2729 gp_target 0.0743 gp_rows 0.951
[upd   26] m=   82 dec=  26624 | win ep_r -3.990 (last50 -5.494) WLD 1/3/0 cum 13/69/0 len 149s | pl +0.0126 vl 0.5307 ent 0.323 cell_ent 3.756 kl_cell 0.0653 kl_card 0.2443 kl_term +0.0196 clip 0.057 vpred -2.035 ret -2.026 | last-epoch pl +0.0094 kl_cell 0.0612 kl_term +0.0184 | raw_p99 10.09 max 20.3 | p_play 0.064 | s/match 16.84 roll 45.4s (pol 12.2s) upd 18.2s warm_mb 0 cell_coef 0.0489 elapsed 18.4m | GATE p_gate 0.0685 p90 0.1366 frac_gt_tau 0.0084 (n 955) gp_ce 0.3165 gp_target 0.0975 gp_rows 0.933
[upd   27] m=   84 dec=  27648 | win ep_r -0.162 (last50 -5.325) WLD 1/1/0 cum 14/70/0 len 231s | pl +0.0106 vl 0.6120 ent 0.339 cell_ent 3.918 kl_cell 0.0796 kl_card 0.2301 kl_term +0.0239 clip 0.056 vpred -1.712 ret -1.659 | last-epoch pl +0.0077 kl_cell 0.0744 kl_term +0.0223 | raw_p99 8.67 max 19.3 | p_play 0.067 | s/match 25.27 roll 33.7s (pol 8.1s) upd 11.1s warm_mb 0 cell_coef 0.0488 elapsed 19.2m | GATE p_gate 0.0669 p90 0.1315 frac_gt_tau 0.0000 (n 965) gp_ce 0.3599 gp_target 0.1188 gp_rows 0.942
[upd   28] m=   87 dec=  28672 | win ep_r -5.920 (last50 -5.571) WLD 0/3/0 cum 14/73/0 len 178s | pl +0.0268 vl 0.3014 ent 0.323 cell_ent 3.730 kl_cell 0.0648 kl_card 0.2216 kl_term +0.0194 clip 0.052 vpred -1.942 ret -1.939 | last-epoch pl +0.0268 kl_cell 0.0593 kl_term +0.0178 | raw_p99 10.49 max 18.9 | p_play 0.059 | s/match 13.03 roll 27.6s (pol 5.7s) upd 11.6s warm_mb 0 cell_coef 0.0488 elapsed 19.8m | GATE p_gate 0.0531 p90 0.0982 frac_gt_tau 0.0000 (n 993) gp_ce 0.3608 gp_target 0.1166 gp_rows 0.970
[upd   29] m=   90 dec=  29696 | win ep_r -6.021 (last50 -5.991) WLD 0/3/0 cum 14/76/0 len 171s | pl +0.0309 vl 0.3905 ent 0.305 cell_ent 3.724 kl_cell 0.0661 kl_card 0.1723 kl_term +0.0198 clip 0.060 vpred -1.743 ret -1.727 | last-epoch pl +0.0210 kl_cell 0.0594 kl_term +0.0178 | raw_p99 9.49 max 17.8 | p_play 0.064 | s/match 12.94 roll 27.2s (pol 5.9s) upd 11.1s warm_mb 0 cell_coef 0.0487 elapsed 20.5m | GATE p_gate 0.0670 p90 0.1164 frac_gt_tau 0.0043 (n 935) gp_ce 0.3367 gp_target 0.0988 gp_rows 0.913
[upd   30] m=   93 dec=  30720 | win ep_r -7.027 (last50 -6.298) WLD 0/3/0 cum 14/79/0 len 182s | pl +0.0134 vl 0.5029 ent 0.279 cell_ent 3.685 kl_cell 0.0419 kl_card 0.2751 kl_term +0.0126 clip 0.042 vpred -1.700 ret -1.730 | last-epoch pl +0.0159 kl_cell 0.0420 kl_term +0.0126 | raw_p99 10.61 max 19.6 | p_play 0.062 | s/match 12.68 roll 26.3s (pol 6.4s) upd 11.3s warm_mb 0 cell_coef 0.0487 elapsed 21.1m | GATE p_gate 0.0704 p90 0.1583 frac_gt_tau 0.0010 (n 979) gp_ce 0.3892 gp_target 0.1337 gp_rows 0.956
[upd   31] m=   96 dec=  31744 | win ep_r -7.299 (last50 -6.285) WLD 0/3/0 cum 14/82/0 len 190s | pl +0.0193 vl 0.4129 ent 0.364 cell_ent 3.839 kl_cell 0.0554 kl_card 0.1845 kl_term +0.0166 clip 0.123 vpred -1.734 ret -1.733 | last-epoch pl +0.0188 kl_cell 0.0386 kl_term +0.0116 | raw_p99 10.89 max 20.3 | p_play 0.070 | s/match 13.10 roll 25.8s (pol 5.7s) upd 9.7s warm_mb 0 cell_coef 0.0487 elapsed 21.7m | GATE p_gate 0.0791 p90 0.1628 frac_gt_tau 0.0052 (n 961) gp_ce 0.3841 gp_target 0.1269 gp_rows 0.938
